file_name,tagging_vitgpt2
33af9567683f40aa8f333212def63e76.jpg,a plant in a bush with a few leaves 
37a05f4fddf84ac6bd2a9d49446c4c95.jpg,a woman holding a green apple in her hand 
2ca662b4e8f84eaa82837a5c5498795f.jpg,a woman in a kitchen with a bag of chips 
725c573bb27c4f188faea4df617b9fbc.jpg,a sandwich with meat and vegetables on a cutting board 
902921a56a454c4b93228f82c58822b1.jpg,a door that is open to a building 
9074bc100e004261b51b5d325b7bf353.jpg,a flower arrangement is shown with a white flower 
d0cf82f724904223ae510ea4e1b82a93.jpg,a blue and white toy airplane with a blue handle 
8d413c12293a4157a521012b50afb28f.jpg,three plastic bottles sitting on top of a table 
46be149a87ab487686b56b78f2f90d02.jpg,a clock on a brick building with a clock tower 
d7254fcf1d094bc8a6befa7876850ec7.jpg,a table topped with a bunch of christmas decorations 
54a63fccece04c7aa2e8bda966fa9ce2.jpg,a lake with a river and a forest 
c0b49ba4081a4197b422dac7c15aea7f.jpg,a pile of chocolate covered chocolate covered chocolate 
4ae626d6665f4b77a83d0b21f7f91c29.jpg,a man is spraying water on a blue and white hydrant 
0be468d304bc462c853e7815411085c3.jpg,two girls posing for a picture with a man 
e71e4b9b49fc4dddb20ac2fef00b8480.jpg,a woman in a kitchen preparing vegetables on a cutting board 
6aee4fa82ae54fe98867c91c8f2e7240.jpg,a mountain range with a building and mountains 
b34cadbe7ea64258b29b4e3590ba6bad.jpg,a large metal structure with a large clock on top 
33ac9863a4c849ad8633fcf656650860.jpg,a pink toy is sitting on a white surface 
cb65afe751204faf80cccc58de3de28e.jpg,a woman standing next to a man in a park 
4bc2d9c667fa43eea65574d8aa7bf635.jpg,a white bird standing in a field of tall grass 
ad41303189084f80b836ea19707a5511.jpg,a woman with a green hair and a green flower 
714da92a2613431c8b87afaa064dc6d9.jpg,a woman is standing up and holding a phone 
c3101d9ffe4143559bbb5cad299fcbaa.jpg,a woman in a kitchen preparing food in a bowl 
53abe523290a4d2e845d3f8d7c8c0554.jpg,a forest with a tree and some trees 
a076bf2525974772b718bf301d16c0be.jpg,a bathroom with a toilet and a bathtub 
9bf5041d458648cbbd21b4817d08fab2.jpg,a woman is painting a picture of a painting 
23f37c74d8ba4cdb924095d49de94345.jpg,a green plant in a green plant filled with leaves 
8f6b0d3817ff4941a244274bea1e645d.jpg,a bowl of fruit and a spoon on a table 
797a401d80a549a89627f8fffb717761.jpg,a river with a bunch of rocks and snow 
f184a407423c4d18925d1f5920d26974.jpg,a bird standing on a rock near the ocean 
6b691d41f76e4ac48f4f374b5cbafa24.jpg,two women walking down a hallway with a train 
14ee32ed944b4a7bb1503470f2066257.jpg,"a table with a camera, cell phone, and other items "
bbaac7c873444393af58379701a3c451.jpg,a white bird standing on top of a body of water 
8870283363be4ba8a4d8454632615827.jpg,a table topped with a variety of meats and vegetables 
7a0d1a79a1a648c4a12a19261bd3124b.jpg,a rocky shoreline with a few rocks and a body of water 
bdacc57de7fb46cebbc20c649d0dd76f.jpg,a red plate with a red slice of pizza 
b7b4ac029cf04423b01f29cec6dd199a.jpg,a white couch sitting on top of a wooden table 
1e4be131788d40f9b89ea96fbc66e781.jpg,a man standing in the grass with a tent 
0f633a60de714f8f8b853ba2d6b29850.jpg,a window with a light shining through it 
265f663c52f2403a8471814f8d378ba7.jpg,a field with a bunch of green plants growing on it 
22bd54f3b1f443aa93d8a63f9c64e409.jpg,a wooden table with a wooden floor 
f910f0e838494733b787c3a5a0ba5813.jpg,a cutting board with vegetables and a knife 
45aef3a8801147638244a3a8019f9801.jpg,a man and woman are sitting on a bed 
e676ec6b03fd459f9d0268aa6b0dc521.jpg,a woman in a pink dress standing in a field 
4c89dc08806b452d911e8ee58c501b3a.jpg,a young girl sitting on a desk with a book 
a82455308dde41eb96e5f1073167893c.jpg,a man sitting at a table with a glass of beer 
d28eb81cd10f494899f948c202e7e7b1.jpg,a woman in a red dress standing in the snow 
cd1e6f09865742ef969159e627d70944.jpg,people are standing around a car 
e31fb0a78e2b466db5ee6fd660cbcfcb.jpg,a woman wearing a hat and a red scarf 
4cba57bbd44146ae958754f91d9a4c6e.jpg,a woman in a red dress standing in front of a brick wall 
8c2c11605cb04192a889bc8794851aa8.jpg,a lake with a boat and a lighthouse 
dc6839eafef34dcbb23f59dc3e19cd7c.jpg,a plate of noodles with broccoli 
b93b01236de34fd5ab8a36b31f06098a.jpg,a woman is sitting in a garden with a plant 
e72f47663e7045cb86ce3eec799e04ba.jpg,a clock tower with a clock on it's side 
b0e2390122bb4cde846192e7a4141735.jpg,a bridge over a river with a train passing by 
e03b7f30c6ba428b97b7120f5769d7cf.jpg,two men in suits are looking at a smart phone 
0a340ec0b5b7482f84cc0e6456a3920f.jpg,a beach with a bunch of rocks and a body of water 
c7735acc787947b2b64a99957094feb9.jpg,a woman standing on a beach with a sunset 
f6ebb55fe8fc4b56a9bad391fcb83e4e.jpg,a woman and a man are posing for a picture 
bfeeb3f9f85743f68d33bb7cf75bdb94.jpg,a woman in a red shirt is holding a pink flower 
43d70e81381141caba3e1ba2180c1e09.jpg,a bird is flying over the ocean at sunset 
072d64f93c2848c88cff3a32604e78bd.jpg,a plate of food with meat and vegetables 
482b14f356444a46a0dafaecff27d1f4.jpg,a tall building with a clock on the top 
bd795601853147b7ae02b5cd2974fdc0.jpg,a woman in a pink dress holding a pink purse 
77cffb3cfe8343989d1ee1ec14df2292.jpg,a table topped with a pizza and a bowl of vegetables 
f9e5a776df4c44a4a4aad1770e676908.jpg,a man in a yellow shirt is standing in a building 
103ffbc305cc465c8edb249730202e5d.jpg,a cake with lots of frosting and sprinkles 
0e4eece317234138ba8e20f79e5dd8e6.jpg,a table topped with lots of different types of food 
0a7829d4d14546ea892deb3c608020c8.jpg,a body of water with rocks and a body of water 
dfff618f66464e089cc38e3ad29218f0.jpg,a red rose is sitting on a plant 
60ed358a1b5546d89ff421521eb38b70.jpg,a woman and a man are working on a laptop 
e4fbca4dfddd44479bb252ff39ee6bcb.jpg,a clock with candles on it 
faaf039ad69e4d5e9bc61b24685bd97e.jpg,a cup of coffee and a plate of food 
a99b780946d54e3fadfb0ebbe03bc3d0.jpg,a woman with a red tie is looking at her phone 
6dca7dec0af346b5b9a6535f7c4b7fe9.jpg,a person is using a laptop computer on a desk 
9459ae86efc8482394f401f78c0bd47e.jpg,a small wooden fence with a few small trees 
7c58a0a009d14bb7b7749810d4aac788.jpg,a green plant with a green stem 
3ec805a4ab434772a407bf8e956d4955.jpg,a man is working on a laptop computer 
fcb1d815efb849c4ade47f2e5def319d.jpg,a woman in a dress and a skirt standing in the snow 
8b701d4e637f4587b206cd7b228a8a7f.jpg,a large building with a clock tower 
f615122975a34a30af95282baadaeead.jpg,a bird sitting on top of a snow covered field 
7e610ed1bf4e4f3e9733beee808a9427.jpg,a large white goat standing in the snow 
9a08e0e5178a477eadae0120a9ad29a3.jpg,a vase with flowers on a table 
d49743c76c1b4666bbca2f34834816d6.jpg,a large group of yellow flowers in a field 
4018268f8694432784ae913ab2bdab8b.jpg,a hallway with a door leading to a hallway with a door leading to a hallway with a door leading
fe3ac676f77f47aeb27d6719559a9e56.jpg,a scenic view of a scenic landscape with mountains 
00df6d73e4ea4dfd9c0b3e5c87ddec55.jpg,a plate of fruit with a slice of lemon on it 
a5ab65476a354fbb8a3fa1849fce7b54.jpg,a bird flying over a field of grass 
aea42d67b34f4fafa999f7493080de2d.jpg,a wooden floor with a wooden floor 
aae52b2b14c74cb8bfa5213743e9bbec.jpg,a sandwich with a lot of different toppings 
f7c6db6ba67a4aa084338e6628dc015c.jpg,a yellow and green banana sitting on a table 
f3ab86df13f243fe91410022cc4b97b0.jpg,a young boy holding a paper cup with a heart shaped cake 
c58f65540e454893a3fe2d32baa819e5.jpg,a person holding a white paper with a picture of a person 
82aaededda924a83a0c612a9da6c7f85.jpg,a flower arrangement in a vase with a flower in it 
886d4c710db747849732c3762d087e8e.jpg,a woman wearing a red hat and a red scarf 
8cb84ea0099e497487f87f72a525fb4e.jpg,a young girl in a dress standing in a field 
4ef2b3ca28ac4861994fe31ad0f765f8.jpg,a doughnut box with a variety of doughnuts 
8ad052ff273245779d3f263cc71415aa.jpg,a woman is standing on a floor with a skateboard 
9d5f50bff84d409691b47e8abbfcec58.jpg,a pair of apples and a banana on a table 
5a6c39ee94314e19ae9114e39dae2df9.jpg,a bird is standing on a body of water 
9f98d53bdd8d4bc9ab22720e98ddb576.jpg,a small piece of paper with a flower in it 
6b573d1f9f1743b6b5b312ee98e529b1.jpg,a plate of cake with a white frosting on it 
e67d88077294414fa4bf4b16da5275e9.jpg,a woman talking on a cell phone while standing on a sidewalk 
db73de18bf0245dc8fd11f4a631bf550.jpg,three girls sitting on a bench with laptops 
4ae6c485ee0c4665a4f4f0feb561da9d.jpg,a person wearing headphones and wearing a helmet 
140ae66ace174b96823caa59790f1f1d.jpg,a dolly with a horse and a christmas tree 
43303c5ae9194071adc846e33afc33a8.jpg,a bowl of cookies with a bunch of them in it 
515fb6e2d7ae4ff080c23b4103a17fc2.jpg,a bowl of pasta with a fork and spoon 
f13833ff278b4b70b0e7c2f7eeeea87b.jpg,a city skyline with a large building 
56d14d2abe1a468b83d25ea07404b7bb.jpg,a man and a woman sitting on a couch 
bafa814e95004145be15615d2aa9ed24.jpg,a woman in a black jacket and a black hat is reading a book 
0cd4221a2a894fb8886fa0548c80ba41.jpg,a blurry picture of a dark room with a lit up screen 
fab8799bfd694ef6b7881895bf5ba487.jpg,two men standing next to a car with a remote 
5fdfe77447e2462ea4b7fc45c00386ad.jpg,a man in a suit and tie sitting at a table 
007b6ae9e88442d39e8c3b641c83ebd8.jpg,a man and woman sitting at a table with a coffee cup 
726c838cc12b4e68952d75e7da7394c0.jpg,a blue and white flag with a picture of a man on it 
d1144fb12bc94a769c949af02d219dd5.jpg,a man and woman are smiling for the camera 
db3178120f714cc1805ad96ac260bc39.jpg,a row of green and yellow plants growing on a dirt road 
7d18f20f0d954836a132399415f21163.jpg,a woman holding a cell phone in her hand 
3bb04311d48c48c68016d9fa6c75d037.jpg,a man and woman walking across a rock covered ground 
83b1477746b64f8c82d7aa3c7d7ac624.jpg,a knife is on a cutting board with a green plant 
c86054417db3455083f4260f3250195a.jpg,a woman is cutting a cake with a knife 
c42c4872f6c847d68f9a67118723b8d6.jpg,a woman in a bikini jumping in the air 
35a45367542042afb918f9c3a8d57394.jpg,a small airplane flying through a field of grass 
4fe1fb432c394526b2377fd4a7ebb93c.jpg,a person walking down a hill with a trail 
8da6c7cf9be846d587399afe3f6b09d5.jpg,a woman holding a colorful umbrella in her hands 
37c656d22a6b46248d3ede759b2e6c7c.jpg,a wooden table topped with wooden blocks 
0adaf0f00a974e11863a62407018048b.jpg,a large body of water with a wave coming in 
0177208b817b45cb8dc116743b4d5a44.jpg,a person using a laptop computer on a table 
7390d73eb9174697a0b53113105efb70.jpg,a pink rose in a red rose in a clear blue sky 
7585f21b96f24d5181ff3a7b4e420167.jpg,a bowl of soup with a spoon and a salad 
31f3ea70f6aa4ab0a6069f8cbc57d388.jpg,a flower arrangement in a flowery field 
7abe760ca0734aeb81109a478323ce4d.jpg,a fountain with a bunch of water coming out of it 
02e4084408204a17b096dc4c76b3031e.jpg,a man riding an elephant through the middle of a field 
78f06893a46d41c2b9422bca5f24b5d9.jpg,a man in a suit carrying a red backpack 
9057cad533024459a55acf41b9246009.jpg,a woman wearing a hat and a scarf 
512f14abf73f49ed8c09f59da0448e3a.jpg,a close up picture of some white and black stuff 
4c6307dbed8549d8bd08ab03116337b8.jpg,a woman in a blue dress standing in front of a building 
78585eedda2442b4a446d1b44b90a1ee.jpg,a woman is using a laptop computer 
24958b8351ec47adbddcca7f12fa0882.jpg,a woman in a dress is looking at her phone 
f09ddd99e57b4dd9bcce6c41f185ae33.jpg,"a plate of food with eggs, sausage, and bacon "
88208c21b2a745c7b6d07e5ee7054781.jpg,a woman holding a bottle of water and a cell phone 
2d446441bdb348468e5296f781bb3c38.jpg,a mountain range with mountains and mountains 
51ff87f300834ef89df0439476a424d5.jpg,a tennis racket with a black handle 
80ee7dc2adb1429ea0b8b737229941ab.jpg,a woman is sitting on a stairway 
466420d2a83844f4af1a0deae704875c.jpg,a woman in a black dress is looking at her phone 
1adec67a183d411ab233fb9b55669d49.jpg,a plate of food with some type of dip 
282ab6ee61c24c108000c5738472bf27.jpg,a vase with flowers on a table 
aa3a7fc9692b4c9cad5bc0bdb71631ac.jpg,a woman sitting on a bench with a laptop 
d5c905d61206400c9a6108a10643c895.jpg,a woman sitting on a couch using a laptop 
b7fb9f13300a4809895896570f16a193.jpg,a large building with a large clock on it 
b7ebdd653ace40e583434e718450d002.jpg,a carrot and a piece of bread on a cutting board 
a9007391525243b6b446168d5fc57601.jpg,a man in a yellow shirt is standing in a room 
3cdd9259568d4c1e961e7948faca9a05.jpg,two green and white flowers in a field 
ff3622044ae54ab7bae23e3e9933d3c6.jpg,a white flower in a white vase with a black background 
b8cb4599f8fa424096ea58b50b4b977b.jpg,a person is holding a piece of food in their hand 
312c109a2c384bdc92733073eb3de565.jpg,a bowl of fruit sitting on a table 
3884dfa5a13e4decbbea2b9318e02c19.jpg,a pair of toothbrushes sitting on top of a wooden table 
d23ce8dd4a194c9dadb3748c7c42037c.jpg,a flower in a vase with other flowers 
a49b564947bc404683304fb899c24a96.jpg,two women are sitting on a couch in a living room 
ee54abbb5738485fb22faf2b5fa2630a.jpg,a woman and a man are using a laptop 
f791aa9e99ce4424b81197dbc449c0ed.jpg,a woman in a red shirt talking on a cell phone 
ea466bfab9ec4cbc9bde0d5194604058.jpg,a woman holding a laptop in her hand 
e38ea558a0d447babb552f4bbfe04f06.jpg,a tall building with a clock on top 
30adde6a85e9461991414c34f627f9e5.jpg,a sandwich cut in half on a wooden board 
4419a4295f6543dbba0a71dba3c1d436.jpg,a large blue sky with a blue sky 
a9cec1f956664d06a9d78d89ee420394.jpg,a woman walking down a path with a river 
42cfdedd0f36458998efc879a190dd71.jpg,a man wearing a suit and tie 
e855a6e60eb842ba96cfc5ea5d99cb50.jpg,a man in a suit and tie holding a cell phone 
e0e68125375a4467ac78dd3a16c94dd2.jpg,a blue and white body of water with a blue sky 
